player_name,poss,mp,raptor_offense,raptor_defense,raptor_total
Austin Reaves,5167,2422,3.037568479,1.568489604,4.606058082
Cam Reddish,2091,990,-3.244336891,-1.105381017,-4.349717908
Davon Reed,729,342,-5.569035537,0.014788913,-5.554246624
Paul Reed,1874,912,0.144677688,3.592513542,3.737191231
Naz Reid,2721,1251,-1.116811593,0.376412225,-0.740399368
Jared Rhoden,408,198,-2.28781348,-0.338084205,-2.625897685
Josh Richardson,3276,1530,-0.80513494,-0.972705303,-1.777840243
Nick Richards,2583,1217,-0.755947589,-1.331302398,-2.087249986
Austin Rivers,2262,1062,-2.284838182,-2.868145713,-5.152983895
Duncan Robinson,2253,1109,0.871146824,-2.944055472,-2.072908648
Jeremiah Robinson-Earl,1758,814,-1.125158421,-1.129350325,-2.254508746
Mitchell Robinson,3802,1889,0.662265617,2.344548013,3.00681363
Orlando Robinson,864,425,-1.259616644,-0.381416212,-1.641032856
Isaiah Roby,1027,474,-4.113076596,-1.246401145,-5.359477741
David Roddy,2851,1334,-2.937203968,-0.864508409,-3.801712376
Ryan Rollins,135,62,-15.94815726,-7.867776132,-23.81593339
Derrick Rose,739,341,-4.228878968,-0.64790315,-4.876782118
Terrence Ross,2935,1399,-0.458464705,-1.83326197,-2.291726675
Terry Rozier,4714,2221,0.680606956,-0.92139045,-0.240783494
Ricky Rubio,1192,583,-3.394015083,4.149976453,0.755961371
D'Angelo Russell,5848,2777,2.058439619,-1.938025608,0.120414011
Matt Ryan,687,310,-1.999732165,-2.285029021,-4.284761186
Domantas Sabonis,6254,2979,2.466118942,0.316718797,2.78283774
Luka Samanic,354,161,-2.711207851,-0.513714325,-3.224922176
Dario Saric,1693,806,-0.733971265,0.066928532,-0.667042733
Olivier Sarr,240,114,-2.858953762,-3.886758621,-6.745712382
Jordan Schakel,12,6,11.78000502,11.2692898,23.04929482
Admiral Schofield,941,451,-1.910520476,-2.434229457,-4.344749933
Dennis Schroder,5078,2403,-0.657550996,-0.197027852,-0.854578848
Jay Scrubb,64,30,1.861971432,-6.667199799,-4.805228367
Dereon Seabron,25,12,-0.812306822,-2.310955804,-3.123262626
Alperen Sengun,4522,2171,0.558543299,1.343939804,1.902483103
Collin Sexton,2440,1145,1.03756074,-1.590811982,-0.553251242
Landry Shamet,2085,991,-0.513668742,1.438185734,0.924516992
Day'Ron Sharpe,1216,572,-1.612812935,-5.432399859,-7.045212794
Shaedon Sharpe,3743,1779,-2.272351475,-2.734135739,-5.006487214
Pascal Siakam,5424,2652,2.274518031,-1.688450056,0.586067976
Chris Silva,8,3,-13.82825985,10.75220066,-3.076059186
Ben Simmons,2304,1105,-1.624439509,0.917447777,-0.706991732
Kobi Simmons,60,28,-6.115391158,2.184746944,-3.930644214
Anfernee Simons,4488,2171,1.791761638,-0.684837056,1.106924582
Marko Simonovic,49,20,-6.106366982,-6.830972053,-12.93733904
Jericho Sims,1646,812,-2.571739778,-0.018667078,-2.590406856
Marcus Smart,5478,2636,0.723571747,0.691447075,1.415018822
Dennis Smith Jr.,2957,1390,-3.01534292,3.464712355,0.449369435
Dru Smith,331,158,-2.635313093,1.54067644,-1.094636654
Ish Smith,864,410,-4.845323623,-0.902323035,-5.747646657
Jalen Smith,2759,1279,-2.418768329,-1.312886543,-3.731654871
Jabari Smith Jr.,5124,2451,-3.261084333,-1.462098894,-4.723183227
Xavier Sneed,105,48,-4.926098482,-0.714828509,-5.640926992
Jeremy Sochan,3109,1458,-1.941499699,-0.004782305,-1.946282003
Jaden Springer,226,106,1.592051575,-0.6294369,0.962614675
Lamar Stevens,2275,1129,-3.104789455,0.757589915,-2.34719954
Isaiah Stewart,2982,1414,-2.018829876,-0.062527573,-2.081357449
Max Strus,5918,2920,-0.496018393,-1.330243123,-1.826261516
Jalen Suggs,2641,1246,-0.310986744,3.185428127,2.874441383
Edmond Sumner,1588,740,-1.336847271,-1.005595516,-2.342442787
Cole Swider,91,41,0.932913389,-4.842843866,-3.909930477
Jae'Sean Tate,1426,677,-1.637331973,1.100167296,-0.537164677
Jayson Tatum,7273,3531,4.497103899,-0.322135282,4.174968617
Terry Taylor,580,264,-2.366744365,-3.173052821,-5.539797186
Garrett Temple,362,162,-2.304696614,0.619776325,-1.684920289
Dalen Terry,458,214,-0.287356488,2.214752698,1.927396211
Daniel Theis,232,109,-2.749876598,-5.446623959,-8.196500557
Cam Thomas,2019,964,-0.934630085,-1.57093056,-2.505560646
Klay Thompson,5934,2747,0.927633041,-1.122312811,-0.19467977
Tristan Thompson,64,32,-5.296502983,3.647150371,-1.649352613
JT Thor,2068,969,-5.06362111,-0.341453261,-5.405074371
Matisse Thybulle,2542,1200,-2.253114875,2.463758649,0.210643773
Xavier Tillman,2915,1363,-1.077805646,1.69274364,0.614937994
Isaiah Todd,134,61,-13.0567994,-3.701822095,-16.7586215
Obi Toppin,2556,1225,-0.995637857,-0.080233272,-1.075871129
Juan Toscano-Anderson,1513,700,-4.115269873,-0.684291866,-4.79956174
Karl-Anthony Towns,2401,1137,-0.518711164,0.436175281,-0.082535882
Gary Trent Jr.,4408,2118,0.363947663,-0.69610457,-0.332156907
P.J. Tucker,4424,2214,-2.34675147,-0.461777947,-2.808529417
Myles Turner,3848,1825,-0.195504137,-0.152472563,-0.3479767
Stanley Umude,4,2,12.3635262,46.99993458,59.36346078
Jonas Valanciunas,4093,1968,-0.663747426,-1.536445864,-2.200193291
Jarred Vanderbilt,4492,2126,-1.671074727,-0.128101276,-1.799176003
Fred VanVleet,5188,2535,3.846770329,1.19643513,5.043205459
Devin Vassell,2544,1178,0.439872181,-0.516684031,-0.07681185
Gabe Vincent,4946,2431,-0.921093404,0.242837528,-0.678255875
Noah Vonleh,359,171,-4.829556698,-1.964185464,-6.793742162
Nikola Vucevic,5681,2746,-0.713066329,-0.673478542,-1.386544872
Dean Wade,1848,902,-2.907962151,1.816300789,-1.091661362
Franz Wagner,5497,2609,0.817543474,1.843662604,2.661206078
Moritz Wagner,2364,1109,-0.384544311,1.990909061,1.60636475
Ish Wainright,1979,936,-0.998944316,0.85109219,-0.147852126
Jabari Walker,1329,619,-4.637460565,-2.469947402,-7.107407967
Kemba Walker,292,144,2.051539375,-1.445668019,0.605871356
Lonnie Walker IV,3180,1476,-2.222192781,-2.227380428,-4.44957321
John Wall,1615,755,-3.102153743,-1.325816492,-4.427970236
T.J. Warren,1634,768,-1.908071197,-0.726150485,-2.634221682
Duane Washington Jr.,838,394,-0.513839471,-1.689916709,-2.20375618
P.J. Washington,5117,2380,-1.908624975,-1.316248536,-3.224873511
TyTy Washington Jr.,910,433,-3.20057876,-3.355375655,-6.555954415
Yuta Watanabe,1976,933,-1.166959045,0.329480982,-0.837478063
Lindy Waters III,1143,531,0.976657023,0.123948889,1.100605912
Trendon Watford,2475,1182,-1.984766265,-0.736711517,-2.721477782
Peyton Watson,412,200,-4.108800943,-3.036053528,-7.144854471
Blake Wesley,1460,669,-7.289417506,-3.908103382,-11.19752089
Russell Westbrook,5031,2318,0.641238488,-2.181677298,-1.54043881
Coby White,3640,1730,1.092354081,0.213338191,1.305692272
Derrick White,6019,2912,1.938167754,2.509252864,4.447420618
Jack White,134,66,-0.59232575,2.065098441,1.472772691
Joe Wieskamp,108,50,-7.258368979,4.721960266,-2.536408713
Aaron Wiggins,2767,1297,-0.806134741,-0.530024868,-1.336159609
Andrew Wiggins,3527,1632,-0.90170054,1.786425209,0.884724668
Lindell Wigginton,188,87,-0.878560458,-3.192720865,-4.071281323
Alondes Williams,11,5,-27.87341656,-19.49235038,-47.36576694
Donovan Williams,9,4,23.28730024,20.44834018,43.73564042
Grant Williams,4780,2310,-0.606583346,-0.651227963,-1.257811309
Jalen Williams,4906,2276,-0.720326784,-0.859610839,-1.579937623
Jaylin Williams,1946,914,-2.589394623,2.248507152,-0.340887471
Jeenathan Williams,283,127,0.185195049,-7.029016966,-6.843821917
Kenrich Williams,2559,1206,-0.4835139,2.919460665,2.435946765
Mark Williams,1766,828,-2.402782434,1.142763057,-1.260019377
Patrick Williams,4842,2323,-2.53184437,-0.392393176,-2.924237546
Robert Williams III,2571,1241,0.03097859,1.702552748,1.733531338
Vince Williams Jr.,224,105,-8.477467021,0.047326162,-8.430140859
Zion Williamson,2035,956,3.171237284,0.415997485,3.587234769
Ziaire Williams,1227,573,-5.013454249,2.94549692,-2.067957329
Dylan Windler,18,10,2.225311151,5.792381114,8.017692265
Justise Winslow,1599,776,-2.624263105,1.545481273,-1.078781832
James Wiseman,1829,867,-3.915448905,-4.390699507,-8.306148412
Christian Wood,3518,1738,0.329350476,-0.761358409,-0.432007933
Delon Wright,2530,1221,1.029985707,3.497377527,4.527363234
McKinley Wright IV,700,335,-3.368488829,-0.994203544,-4.362692373
Gabe York,118,56,1.037717781,1.046157302,2.083875083
Thaddeus Young,1642,795,-2.04853601,0.155497488,-1.893038522
Trae Young,6020,2771,4.871940089,-0.925286168,3.946653921
Omer Yurtseven,212,99,0.607970377,-7.089558089,-6.481587711
Cody Zeller,801,391,-2.271126525,-3.793704742,-6.064831267
Ivica Zubac,4721,2300,-2.062918329,1.589006206,-0.473912123
